date,source,sessions,page_views,unique_visitors,bounce_rate,avg_session_duration,conversions,conversion_rate
2025-04-04,Email,4378,15123,3118,0.525,286,159,0.0363
2025-04-05,Organic Search,1373,4549,1100,0.676,480,38,0.0277
2025-04-05,Paid Search,4315,8808,3379,0.412,454,205,0.0475
2025-04-05,Social Media,2141,3624,1548,0.46,547,33,0.0154
2025-04-05,Direct,1102,2465,987,0.674,590,30,0.0272
2025-04-05,Referral,4776,13864,3802,0.668,400,74,0.0155
2025-04-05,Email,1746,6160,1354,0.505,147,25,0.0143
2025-04-06,Organic Search,3318,9166,2439,0.453,579,34,0.0102
2025-04-06,Paid Search,2709,6400,2360,0.417,530,106,0.0391
2025-04-06,Social Media,4049,13083,3347,0.661,163,184,0.0454
2025-04-06,Direct,4762,11590,3431,0.471,427,48,0.0101
2025-04-06,Referral,814,2218,696,0.523,151,17,0.0209
2025-04-06,Email,4819,17401,4126,0.409,252,82,0.017
2025-04-07,Organic Search,2866,8269,2192,0.483,287,105,0.0366
2025-04-07,Paid Search,2328,8416,2084,0.649,96,70,0.0301
2025-04-07,Social Media,2015,6635,1513,0.49,310,92,0.0457
2025-04-07,Direct,833,2846,655,0.411,295,12,0.0144
2025-04-07,Referral,3005,9668,2674,0.436,246,144,0.0479
2025-04-07,Email,1628,5838,1383,0.397,373,19,0.0117
2025-04-08,Organic Search,3395,9294,2405,0.664,377,94,0.0277
2025-04-08,Paid Search,1899,4949,1500,0.407,228,28,0.0147
2025-04-08,Social Media,555,893,425,0.523,577,17,0.0306
2025-04-08,Direct,3509,10104,2996,0.372,486,146,0.0416
2025-04-08,Referral,1318,2562,1138,0.311,448,60,0.0455
2025-04-08,Email,1817,4796,1601,0.684,505,65,0.0358
2025-04-09,Organic Search,3206,8769,2380,0.347,580,106,0.0331
2025-04-09,Paid Search,644,1843,493,0.679,190,25,0.0388
2025-04-09,Social Media,1758,2826,1235,0.491,221,18,0.0102
2025-04-09,Direct,1919,6684,1486,0.417,374,68,0.0354
2025-04-09,Referral,1305,2846,947,0.455,95,39,0.0299
2025-04-09,Email,4555,10560,3587,0.406,541,200,0.0439
2025-04-10,Organic Search,674,2453,558,0.372,479,24,0.0356
2025-04-10,Paid Search,1688,2614,1287,0.406,428,32,0.019
2025-04-10,Social Media,1725,2975,1387,0.303,480,25,0.0145
2025-04-10,Direct,3966,13805,3443,0.632,147,130,0.0328
2025-04-10,Referral,3993,6195,2879,0.584,405,176,0.0441
2025-04-10,Email,579,1467,542,0.368,229,15,0.0259
2025-04-11,Organic Search,2210,7673,1943,0.468,476,61,0.0276
2025-04-11,Paid Search,3411,6959,3167,0.454,472,169,0.0495
2025-04-11,Social Media,2301,7841,1711,0.427,219,78,0.0339
2025-04-11,Direct,3451,10440,2912,0.604,125,129,0.0374
2025-04-11,Referral,3515,12124,2783,0.552,195,141,0.0401
2025-04-11,Email,1379,4140,1130,0.616,326,56,0.0406
2025-04-12,Organic Search,1130,3527,930,0.321,366,28,0.0248
2025-04-12,Paid Search,1622,2472,1204,0.324,492,74,0.0456
2025-04-12,Social Media,223,389,181,0.544,223,10,0.0448
2025-04-12,Direct,4030,7785,3470,0.407,203,170,0.0422
2025-04-12,Referral,168,404,138,0.627,293,5,0.0298
2025-04-12,Email,690,1150,538,0.305,211,21,0.0304
2025-04-13,Organic Search,4854,14867,4271,0.332,515,196,0.0404
2025-04-13,Paid Search,3446,11304,3128,0.571,530,86,0.025
2025-04-13,Social Media,4659,13798,3737,0.467,275,108,0.0232
2025-04-13,Direct,2615,8378,2021,0.313,316,61,0.0233
2025-04-13,Referral,1120,4324,843,0.359,569,21,0.0188
2025-04-13,Email,3763,13032,2806,0.562,305,142,0.0377
2025-04-14,Organic Search,4474,6956,3709,0.403,314,100,0.0224
2025-04-14,Paid Search,2412,7827,1936,0.629,499,51,0.0211
2025-04-14,Social Media,2798,10006,2146,0.437,382,50,0.0179
2025-04-14,Direct,3028,5034,2286,0.437,450,149,0.0492
2025-04-14,Referral,1895,2876,1395,0.649,164,57,0.0301
2025-04-14,Email,4114,6369,3697,0.512,318,65,0.0158
2025-04-15,Organic Search,1930,4556,1538,0.656,164,28,0.0145
2025-04-15,Paid Search,3432,10924,2856,0.617,593,167,0.0487
2025-04-15,Social Media,1816,6984,1545,0.622,85,34,0.0187
2025-04-15,Direct,1607,4980,1297,0.65,481,41,0.0255
2025-04-15,Referral,4921,16519,3853,0.569,181,66,0.0134
2025-04-15,Email,2086,6658,1679,0.543,265,47,0.0225
2025-04-16,Organic Search,3717,12410,3427,0.608,287,150,0.0404
2025-04-16,Paid Search,494,942,365,0.378,484,15,0.0304
2025-04-16,Social Media,3572,8240,2658,0.651,285,75,0.021
2025-04-16,Direct,4525,13453,3353,0.391,300,49,0.0108
2025-04-16,Referral,4152,13300,3039,0.621,392,134,0.0323
2025-04-16,Email,4586,9683,3413,0.492,329,60,0.0131
2025-04-17,Organic Search,688,2381,578,0.589,597,31,0.0451
2025-04-17,Paid Search,3205,8633,2727,0.336,370,135,0.0421
2025-04-17,Social Media,4384,16711,3090,0.522,113,88,0.0201
2025-04-17,Direct,4289,12167,3220,0.572,457,46,0.0107
2025-04-17,Referral,1479,5262,1178,0.574,454,45,0.0304
2025-04-17,Email,1309,3378,1205,0.609,509,54,0.0413
2025-04-18,Organic Search,3639,12390,3137,0.556,573,70,0.0192
2025-04-18,Paid Search,2329,5535,1943,0.607,473,56,0.024
2025-04-18,Social Media,2244,6934,2078,0.576,72,68,0.0303
2025-04-18,Direct,4377,16105,3307,0.604,236,48,0.011
2025-04-18,Referral,4778,13039,3703,0.525,128,167,0.035
2025-04-18,Email,3716,14821,3307,0.37,320,48,0.0129
2025-04-19,Organic Search,4995,10988,4400,0.668,567,156,0.0312
2025-04-19,Paid Search,299,965,275,0.358,69,12,0.0401
2025-04-19,Social Media,2191,4170,1695,0.387,295,88,0.0402
2025-04-19,Direct,3995,13663,2812,0.405,566,103,0.0258
2025-04-19,Referral,3154,5268,2575,0.692,496,86,0.0273
2025-04-19,Email,3921,6166,3500,0.653,124,126,0.0321
2025-04-20,Organic Search,2351,3824,1891,0.558,344,81,0.0345
2025-04-20,Paid Search,1054,3916,847,0.62,500,47,0.0446
2025-04-20,Social Media,4734,14450,3742,0.487,78,186,0.0393
2025-04-20,Direct,4774,17813,3997,0.578,164,141,0.0295
2025-04-20,Referral,2931,7643,2355,0.57,233,59,0.0201
2025-04-20,Email,4003,6317,3521,0.405,498,116,0.029
2025-04-21,Organic Search,271,486,215,0.341,555,8,0.0295
2025-04-21,Paid Search,1959,6776,1427,0.619,562,25,0.0128
2025-04-21,Social Media,3612,8528,2693,0.401,412,84,0.0233
2025-04-21,Direct,3501,6252,3186,0.484,375,76,0.0217
2025-04-21,Referral,3684,10985,3214,0.629,258,48,0.013
2025-04-21,Email,2329,6172,1677,0.554,226,54,0.0232
2025-04-22,Organic Search,841,2905,796,0.397,578,39,0.0464
2025-04-22,Paid Search,1467,4321,1140,0.503,75,58,0.0395
2025-04-22,Social Media,4901,8221,4080,0.31,300,142,0.029
2025-04-22,Direct,1252,4797,1091,0.475,288,61,0.0487
2025-04-22,Referral,275,1019,202,0.562,352,4,0.0145
2025-04-22,Email,1830,6866,1734,0.523,130,25,0.0137
2025-04-23,Organic Search,3604,12172,3304,0.321,478,127,0.0352
2025-04-23,Paid Search,4432,14995,3178,0.645,382,121,0.0273
2025-04-23,Social Media,3356,7424,2781,0.432,437,145,0.0432
2025-04-23,Direct,1479,5649,1199,0.603,496,58,0.0392
2025-04-23,Referral,4874,7722,3463,0.322,319,130,0.0267
2025-04-23,Email,2623,9103,2022,0.598,95,64,0.0244
2025-04-24,Organic Search,385,721,282,0.349,230,11,0.0286
2025-04-24,Paid Search,2084,7573,1830,0.377,496,51,0.0245
2025-04-24,Social Media,1308,2828,996,0.366,532,48,0.0367
2025-04-24,Direct,2943,6148,2233,0.666,446,88,0.0299
2025-04-24,Referral,2040,4440,1521,0.637,233,48,0.0235
2025-04-24,Email,3721,10791,3013,0.357,130,38,0.0102
2025-04-25,Organic Search,426,905,368,0.616,403,14,0.0329
2025-04-25,Paid Search,1309,3715,935,0.469,464,18,0.0138
2025-04-25,Social Media,1985,3606,1658,0.659,166,97,0.0489
2025-04-25,Direct,3156,7667,2864,0.328,123,82,0.026
2025-04-25,Referral,781,1241,667,0.33,423,30,0.0384
2025-04-25,Email,2618,10308,1858,0.408,599,42,0.016
2025-04-26,Organic Search,1357,2462,1124,0.61,172,27,0.0199
2025-04-26,Paid Search,4553,12505,4297,0.645,158,196,0.043
2025-04-26,Social Media,123,213,104,0.373,89,3,0.0244
2025-04-26,Direct,2981,10573,2544,0.417,587,67,0.0225
2025-04-26,Referral,3839,8949,3476,0.462,242,53,0.0138
2025-04-26,Email,264,462,241,0.343,147,8,0.0303
2025-04-27,Organic Search,1892,5792,1724,0.304,424,87,0.046
2025-04-27,Paid Search,508,1924,466,0.328,353,6,0.0118
2025-04-27,Social Media,547,1221,516,0.599,401,12,0.0219
2025-04-27,Direct,4670,14619,3477,0.641,324,124,0.0266
2025-04-27,Referral,3114,5209,2646,0.658,409,45,0.0145
2025-04-27,Email,4885,15809,4306,0.516,164,237,0.0485
2025-04-28,Organic Search,206,519,185,0.541,196,5,0.0243
2025-04-28,Paid Search,4262,8996,3195,0.691,409,65,0.0153
2025-04-28,Social Media,1270,3250,985,0.428,389,25,0.0197
2025-04-28,Direct,654,2319,582,0.603,566,18,0.0275
2025-04-28,Referral,2844,9682,2060,0.693,497,59,0.0207
2025-04-28,Email,4040,9064,3540,0.436,302,134,0.0332
2025-04-29,Organic Search,3307,9182,2470,0.362,393,153,0.0463
2025-04-29,Paid Search,1149,2774,863,0.596,526,11,0.0096
2025-04-29,Social Media,1658,5822,1551,0.41,63,24,0.0145
2025-04-29,Direct,3639,6403,3331,0.502,131,146,0.0401
2025-04-29,Referral,1899,6532,1556,0.471,242,55,0.029
2025-04-29,Email,3243,6407,2270,0.648,105,133,0.041
2025-04-30,Organic Search,3087,4648,2540,0.465,296,96,0.0311
2025-04-30,Paid Search,3138,5458,2483,0.674,95,80,0.0255
2025-04-30,Social Media,2578,7220,2306,0.53,527,122,0.0473
2025-04-30,Direct,2873,8908,2643,0.466,498,39,0.0136
2025-04-30,Referral,3626,9765,2592,0.536,411,179,0.0494
2025-04-30,Email,162,365,149,0.347,207,5,0.0309
2025-05-01,Organic Search,4503,11154,3246,0.308,375,98,0.0218
2025-05-01,Paid Search,3275,8904,2897,0.568,341,92,0.0281
2025-05-01,Social Media,4074,12199,3793,0.504,466,103,0.0253
2025-05-01,Direct,4744,9724,3878,0.657,439,98,0.0207
2025-05-01,Referral,3714,10752,3327,0.385,194,157,0.0423
2025-05-01,Email,1557,5517,1151,0.688,550,21,0.0135
2025-05-02,Organic Search,511,2034,410,0.345,134,14,0.0274
2025-05-02,Paid Search,2073,7584,1500,0.692,91,80,0.0386
2025-05-02,Social Media,2009,4244,1449,0.569,574,79,0.0393
2025-05-02,Direct,901,2916,720,0.525,280,36,0.04
2025-05-02,Referral,4150,9957,3283,0.407,550,62,0.0149
2025-05-02,Email,2228,8841,1743,0.484,529,52,0.0233
2025-05-03,Organic Search,2627,10219,2173,0.593,405,28,0.0107
2025-05-03,Paid Search,204,578,178,0.574,353,3,0.0147
2025-05-03,Social Media,2132,4793,1560,0.667,96,64,0.03
2025-05-03,Direct,4907,10184,4161,0.36,413,115,0.0234
2025-05-03,Referral,2772,9991,2422,0.588,337,42,0.0152
2025-05-03,Email,3430,10585,3028,0.339,547,102,0.0297
2025-05-04,Organic Search,4843,11322,3715,0.469,127,77,0.0159
2025-05-04,Paid Search,4396,13589,3723,0.595,437,61,0.0139
2025-05-04,Social Media,2282,6271,2102,0.374,272,25,0.011
2025-05-04,Direct,3346,8065,2687,0.428,596,111,0.0332
2025-05-04,Referral,2168,4383,1923,0.315,345,90,0.0415
2025-05-04,Email,2930,6964,2460,0.346,136,102,0.0348
2025-05-05,Organic Search,4050,8015,2968,0.645,353,179,0.0442
2025-05-05,Paid Search,2825,10835,2311,0.42,588,91,0.0322
2025-05-05,Social Media,840,1491,663,0.428,411,38,0.0452
2025-05-05,Direct,3485,8713,3018,0.458,316,146,0.0419
2025-05-05,Referral,3942,13276,2878,0.618,84,95,0.0241
2025-05-05,Email,3668,11125,3385,0.384,385,155,0.0423
2025-05-06,Organic Search,1271,4991,944,0.407,505,61,0.048
2025-05-06,Paid Search,4860,19103,4180,0.304,426,178,0.0366
2025-05-06,Social Media,4501,7328,3801,0.45,182,75,0.0167
2025-05-06,Direct,2854,9070,2382,0.67,530,130,0.0456
2025-05-06,Referral,4456,9913,3524,0.322,538,131,0.0294
2025-05-06,Email,2742,10241,2498,0.309,194,55,0.0201
2025-05-07,Organic Search,3024,8566,2327,0.426,568,90,0.0298
2025-05-07,Paid Search,4813,11974,3498,0.688,252,81,0.0168
2025-05-07,Social Media,1398,3975,1065,0.362,256,49,0.0351
2025-05-07,Direct,4961,9951,4382,0.314,147,80,0.0161
2025-05-07,Referral,2425,3759,1755,0.413,92,47,0.0194
2025-05-07,Email,347,1267,314,0.34,77,16,0.0461
2025-05-08,Organic Search,2661,7918,2308,0.548,587,115,0.0432
2025-05-08,Paid Search,3302,11895,2581,0.694,329,67,0.0203
2025-05-08,Social Media,3658,12972,2593,0.626,538,170,0.0465
2025-05-08,Direct,3502,10923,3287,0.549,86,83,0.0237
2025-05-08,Referral,3709,10154,3002,0.562,169,80,0.0216
2025-05-08,Email,4819,7620,3921,0.34,368,63,0.0131
2025-05-09,Organic Search,2921,5487,2065,0.522,155,90,0.0308
2025-05-09,Paid Search,4539,12128,3952,0.344,340,84,0.0185
2025-05-09,Social Media,1813,5756,1389,0.459,514,54,0.0298
2025-05-09,Direct,4353,11322,3743,0.364,244,207,0.0476
2025-05-09,Referral,4474,14134,4098,0.325,236,132,0.0295
2025-05-09,Email,2239,4423,2002,0.678,538,59,0.0264
2025-05-10,Organic Search,3797,12884,3439,0.443,446,112,0.0295
2025-05-10,Paid Search,1342,3158,1131,0.319,113,52,0.0387
2025-05-10,Social Media,1981,5940,1443,0.626,570,77,0.0389
2025-05-10,Direct,1755,6978,1624,0.379,149,73,0.0416
2025-05-10,Referral,495,1861,365,0.601,215,23,0.0465
2025-05-10,Email,3992,14498,3432,0.625,419,132,0.0331
2025-05-11,Organic Search,2334,5213,1717,0.6,278,33,0.0141
2025-05-11,Paid Search,1309,4003,1102,0.515,449,37,0.0283
2025-05-11,Social Media,1802,2721,1413,0.318,572,81,0.045
2025-05-11,Direct,4799,7950,3403,0.524,413,99,0.0206
2025-05-11,Referral,4884,12233,4202,0.581,347,50,0.0102
2025-05-11,Email,4526,14400,3676,0.405,570,187,0.0413
2025-05-12,Organic Search,4458,13642,3645,0.628,95,220,0.0493
2025-05-12,Paid Search,3215,5935,2550,0.667,217,96,0.0299
2025-05-12,Social Media,2082,3593,1787,0.552,237,53,0.0255
2025-05-12,Direct,3168,10313,2455,0.399,569,50,0.0158
2025-05-12,Referral,2381,8070,2085,0.58,153,98,0.0412
2025-05-12,Email,2535,3805,1811,0.521,340,36,0.0142
2025-05-13,Organic Search,1810,6678,1538,0.343,491,73,0.0403
2025-05-13,Paid Search,489,963,441,0.432,589,5,0.0102
2025-05-13,Social Media,1779,4173,1525,0.678,396,47,0.0264
2025-05-13,Direct,1780,4193,1632,0.638,389,87,0.0489
2025-05-13,Referral,458,1690,384,0.397,60,16,0.0349
2025-05-13,Email,1369,5374,1146,0.663,373,67,0.0489
2025-05-14,Organic Search,597,1824,514,0.336,236,8,0.0134
2025-05-14,Paid Search,4356,10861,3781,0.322,148,98,0.0225
2025-05-14,Social Media,2868,4759,2528,0.501,396,114,0.0397
2025-05-14,Direct,1371,5472,1071,0.569,129,29,0.0212
2025-05-14,Referral,904,2732,717,0.398,323,40,0.0442
2025-05-14,Email,628,1799,474,0.461,120,12,0.0191
2025-05-15,Organic Search,4294,12564,3599,0.418,248,82,0.0191
2025-05-15,Paid Search,2920,8464,2725,0.507,173,52,0.0178
2025-05-15,Social Media,4727,11425,3781,0.673,324,178,0.0377
2025-05-15,Direct,3432,12015,3113,0.362,289,161,0.0469
2025-05-15,Referral,1678,4290,1527,0.551,282,44,0.0262
2025-05-15,Email,3186,11834,2859,0.534,169,87,0.0273
2025-05-16,Organic Search,4962,9047,4473,0.511,306,176,0.0355
2025-05-16,Paid Search,1198,2803,852,0.504,495,38,0.0317
2025-05-16,Social Media,2251,8256,1716,0.565,462,89,0.0395
2025-05-16,Direct,3088,8513,2608,0.532,469,129,0.0418
2025-05-16,Referral,3448,7960,2776,0.307,246,87,0.0252
2025-05-16,Email,3586,11443,3380,0.655,95,88,0.0245
2025-05-17,Organic Search,2094,5091,1970,0.461,597,41,0.0196
2025-05-17,Paid Search,1022,3313,936,0.574,269,36,0.0352
2025-05-17,Social Media,3220,8975,3044,0.504,500,66,0.0205
2025-05-17,Direct,2134,6385,1599,0.623,259,23,0.0108
2025-05-17,Referral,1699,5653,1216,0.642,354,23,0.0135
2025-05-17,Email,849,1331,789,0.387,290,23,0.0271
2025-05-18,Organic Search,4973,9425,3724,0.432,329,147,0.0296
2025-05-18,Paid Search,3023,7610,2618,0.369,439,31,0.0103
2025-05-18,Social Media,4699,8914,3651,0.345,412,128,0.0272
2025-05-18,Direct,2415,8432,2182,0.539,509,37,0.0153
2025-05-18,Referral,570,906,415,0.694,353,12,0.0211
2025-05-18,Email,1059,3540,877,0.444,325,19,0.0179
2025-05-19,Organic Search,4480,13167,4222,0.306,79,168,0.0375
2025-05-19,Paid Search,1471,3438,1216,0.619,158,72,0.0489
2025-05-19,Social Media,3331,10699,2954,0.325,257,89,0.0267
2025-05-19,Direct,2413,7740,1923,0.323,395,108,0.0448
2025-05-19,Referral,172,575,127,0.414,542,5,0.0291
2025-05-19,Email,3483,6688,3209,0.663,165,131,0.0376
2025-05-20,Organic Search,2862,7602,2345,0.551,369,53,0.0185
2025-05-20,Paid Search,4752,13048,4474,0.637,111,164,0.0345
2025-05-20,Social Media,949,3697,837,0.43,141,21,0.0221
2025-05-20,Direct,1992,4750,1476,0.345,513,99,0.0497
2025-05-20,Referral,1694,4603,1201,0.54,430,57,0.0336
2025-05-20,Email,3835,8432,3074,0.682,69,185,0.0482
2025-05-21,Organic Search,3856,15186,3593,0.544,193,149,0.0386
2025-05-21,Paid Search,4563,7369,4330,0.532,581,127,0.0278
2025-05-21,Social Media,1597,2573,1463,0.646,104,54,0.0338
2025-05-21,Direct,3593,5642,2516,0.329,508,63,0.0175
2025-05-21,Referral,2157,7008,2027,0.383,276,98,0.0454
2025-05-21,Email,3549,13589,2796,0.428,354,54,0.0152
2025-05-22,Organic Search,929,2461,729,0.598,159,45,0.0484
2025-05-22,Paid Search,3175,7049,2692,0.555,578,113,0.0356
2025-05-22,Social Media,699,1542,532,0.53,511,7,0.01
2025-05-22,Direct,3296,5664,2584,0.575,129,48,0.0146
2025-05-22,Referral,4419,16810,3519,0.511,402,183,0.0414
2025-05-22,Email,3610,7345,3117,0.663,101,125,0.0346
2025-05-23,Organic Search,2842,9001,2011,0.444,549,115,0.0405
2025-05-23,Paid Search,4035,7865,3568,0.682,114,172,0.0426
2025-05-23,Social Media,2255,7435,1881,0.589,65,101,0.0448
2025-05-23,Direct,1294,2395,960,0.437,129,36,0.0278
2025-05-23,Referral,3290,12394,3020,0.389,98,83,0.0252
2025-05-23,Email,361,1341,300,0.516,445,12,0.0332
2025-05-24,Organic Search,1134,2148,1044,0.571,127,39,0.0344
2025-05-24,Paid Search,2156,7356,1733,0.353,81,86,0.0399
2025-05-24,Social Media,4350,6955,3079,0.637,337,73,0.0168
2025-05-24,Direct,4958,18804,3638,0.45,492,230,0.0464
2025-05-24,Referral,2538,8818,1806,0.307,233,28,0.011
2025-05-24,Email,3612,8288,2741,0.347,266,107,0.0296
2025-05-25,Organic Search,3904,13451,2830,0.568,484,151,0.0387
2025-05-25,Paid Search,3199,10249,2397,0.392,89,153,0.0478
2025-05-25,Social Media,4866,15779,3790,0.515,215,118,0.0242
2025-05-25,Direct,2813,4697,2398,0.643,340,65,0.0231
2025-05-25,Referral,2276,4407,1963,0.683,564,92,0.0404
2025-05-25,Email,1230,4558,1078,0.349,392,14,0.0114
2025-05-26,Organic Search,4456,6992,4003,0.64,457,107,0.024
2025-05-26,Paid Search,4825,7827,4276,0.329,233,105,0.0218
2025-05-26,Social Media,1128,3204,888,0.312,220,35,0.031
2025-05-26,Direct,4292,9339,3759,0.649,474,55,0.0128
2025-05-26,Referral,4876,8776,4590,0.663,425,134,0.0275
2025-05-26,Email,2496,8977,2152,0.593,573,48,0.0192
2025-05-27,Organic Search,3246,12779,2782,0.553,247,130,0.04
2025-05-27,Paid Search,3664,6144,3467,0.664,332,182,0.0497
2025-05-27,Social Media,1686,5382,1180,0.684,288,75,0.0445
2025-05-27,Direct,3920,7075,3085,0.308,404,58,0.0148
2025-05-27,Referral,655,1696,583,0.673,547,19,0.029
2025-05-27,Email,159,542,118,0.326,529,2,0.0126
2025-05-28,Organic Search,2696,7725,2085,0.344,140,48,0.0178
2025-05-28,Paid Search,3169,5758,2759,0.461,300,129,0.0407
2025-05-28,Social Media,4440,9765,3768,0.53,347,173,0.039
2025-05-28,Direct,633,1013,510,0.408,576,26,0.0411
2025-05-28,Referral,4542,8995,3780,0.624,232,180,0.0396
2025-05-28,Email,4354,14537,3173,0.325,163,92,0.0211
2025-05-29,Organic Search,4477,13141,4238,0.369,237,72,0.0161
2025-05-29,Paid Search,555,1812,471,0.535,521,5,0.009
2025-05-29,Social Media,4090,9865,2922,0.681,187,183,0.0447
2025-05-29,Direct,1224,2427,1069,0.686,94,58,0.0474
2025-05-29,Referral,4534,14182,4163,0.429,268,188,0.0415
2025-05-29,Email,4614,11225,4000,0.567,393,46,0.01
2025-05-30,Organic Search,1366,5315,1227,0.353,204,29,0.0212
2025-05-30,Paid Search,1153,2632,888,0.504,441,15,0.013
2025-05-30,Social Media,3108,4715,2839,0.308,402,120,0.0386
2025-05-30,Direct,2381,7730,2135,0.413,487,114,0.0479
2025-05-30,Referral,1418,4192,1096,0.697,360,29,0.0205
2025-05-30,Email,1759,4553,1609,0.432,326,20,0.0114
2025-05-31,Organic Search,4342,14662,3995,0.624,278,94,0.0216
2025-05-31,Paid Search,1111,2187,852,0.309,470,28,0.0252
2025-05-31,Social Media,4053,7439,3298,0.541,79,105,0.0259
2025-05-31,Direct,261,408,230,0.394,80,8,0.0307
2025-05-31,Referral,3467,5520,2549,0.339,557,91,0.0262
2025-05-31,Email,4489,16101,3695,0.398,551,138,0.0307
2025-06-01,Organic Search,797,2693,620,0.592,471,15,0.0188
2025-06-01,Paid Search,643,1799,590,0.31,313,29,0.0451
2025-06-01,Social Media,809,2297,613,0.434,237,14,0.0173
2025-06-01,Direct,1872,5244,1551,0.411,279,69,0.0369
2025-06-01,Referral,4822,13931,4081,0.42,146,79,0.0164
2025-06-01,Email,1855,6506,1526,0.483,429,66,0.0356
2025-06-02,Organic Search,2191,5895,1935,0.469,532,46,0.021
2025-06-02,Paid Search,4368,9393,3203,0.517,476,86,0.0197
2025-06-02,Social Media,2504,3865,1841,0.389,401,98,0.0391
2025-06-02,Direct,2052,6628,1878,0.68,154,76,0.037
2025-06-02,Referral,3480,13314,3122,0.61,350,72,0.0207
2025-06-02,Email,3332,9027,2524,0.697,265,93,0.0279
2025-06-03,Organic Search,4749,12667,3942,0.695,210,106,0.0223
2025-06-03,Paid Search,3906,5862,3134,0.366,243,156,0.0399
2025-06-03,Social Media,4006,15281,3250,0.636,251,157,0.0392
2025-06-03,Direct,4983,16539,3818,0.502,63,81,0.0163
2025-06-03,Referral,3056,11449,2268,0.553,554,40,0.0131
2025-06-03,Email,1861,5305,1311,0.676,102,39,0.021
2025-06-04,Organic Search,512,1101,371,0.662,509,17,0.0332
2025-06-04,Paid Search,264,997,239,0.609,427,10,0.0379
2025-06-04,Social Media,2654,6426,2503,0.584,459,73,0.0275
2025-06-04,Direct,4762,12866,3612,0.367,498,220,0.0462
2025-06-04,Referral,2061,6790,1486,0.55,327,90,0.0437
2025-06-04,Email,1175,4505,886,0.328,449,56,0.0477
2025-06-05,Organic Search,2834,10940,2567,0.333,421,34,0.012
2025-06-05,Paid Search,1224,3142,1023,0.392,75,20,0.0163
2025-06-05,Social Media,3913,11612,2906,0.584,507,187,0.0478
2025-06-05,Direct,4054,13372,3687,0.62,61,120,0.0296
2025-06-05,Referral,789,2668,554,0.417,167,11,0.0139
2025-06-05,Email,967,1500,744,0.596,455,41,0.0424
2025-06-06,Organic Search,4378,9637,3591,0.337,515,183,0.0418
2025-06-06,Paid Search,4999,13692,3765,0.48,327,128,0.0256
2025-06-06,Social Media,2552,9200,2096,0.6,173,69,0.027
2025-06-06,Direct,3492,10682,2504,0.523,121,42,0.012
2025-06-06,Referral,4156,12710,3653,0.358,534,183,0.044
2025-06-06,Email,2126,4047,1882,0.359,365,55,0.0259
2025-06-07,Organic Search,2394,9483,1740,0.463,543,117,0.0489
2025-06-07,Paid Search,2939,5209,2162,0.558,546,43,0.0146
2025-06-07,Social Media,3544,14025,2993,0.685,500,95,0.0268
2025-06-07,Direct,4350,7102,3182,0.357,458,44,0.0101
2025-06-07,Referral,2849,6738,2681,0.564,596,30,0.0105
2025-06-07,Email,2638,9631,2033,0.427,215,89,0.0337
2025-06-08,Organic Search,4938,10458,3965,0.549,243,138,0.0279
2025-06-08,Paid Search,401,1337,316,0.365,432,18,0.0449
2025-06-08,Social Media,3701,6547,2667,0.372,551,183,0.0494
2025-06-08,Direct,1878,4448,1709,0.652,106,71,0.0378
2025-06-08,Referral,593,2310,560,0.565,412,16,0.027
2025-06-08,Email,3920,9194,2908,0.446,190,172,0.0439
2025-06-09,Organic Search,4965,15110,3714,0.651,135,59,0.0119
2025-06-09,Paid Search,133,383,113,0.695,91,3,0.0226
2025-06-09,Social Media,2878,8295,2264,0.48,212,136,0.0473
2025-06-09,Direct,4823,18823,3715,0.414,353,137,0.0284
2025-06-09,Referral,2453,4128,2012,0.52,166,68,0.0277
2025-06-09,Email,4994,19642,4415,0.588,535,235,0.0471
2025-06-10,Organic Search,1010,3753,905,0.685,595,50,0.0495
2025-06-10,Paid Search,1115,3539,825,0.318,525,29,0.026
2025-06-10,Social Media,2611,7357,1830,0.474,425,73,0.028
2025-06-10,Direct,2390,5467,1987,0.672,94,68,0.0285
2025-06-10,Referral,3009,11959,2426,0.502,467,72,0.0239
2025-06-10,Email,4556,9365,3408,0.454,95,214,0.047
2025-06-11,Organic Search,2432,5956,1835,0.386,522,47,0.0193
2025-06-11,Paid Search,2502,9758,2253,0.398,147,60,0.024
2025-06-11,Social Media,3561,10364,2825,0.596,185,155,0.0435
2025-06-11,Direct,464,1540,348,0.54,473,17,0.0366
2025-06-11,Referral,4518,13540,3448,0.439,159,138,0.0305
2025-06-11,Email,3738,12594,3128,0.518,429,67,0.0179
2025-06-12,Organic Search,4572,11896,4125,0.632,305,96,0.021
2025-06-12,Paid Search,2912,9909,2714,0.542,311,136,0.0467
2025-06-12,Social Media,2105,3295,1911,0.411,484,24,0.0114
2025-06-12,Direct,111,262,79,0.38,354,4,0.036
2025-06-12,Referral,2073,7831,1513,0.356,99,70,0.0338
2025-06-12,Email,1854,3295,1408,0.496,369,46,0.0248
2025-06-13,Organic Search,2452,6718,2197,0.606,471,116,0.0473
2025-06-13,Paid Search,1732,3370,1286,0.59,206,19,0.011
2025-06-13,Social Media,532,2109,478,0.6,146,20,0.0376
2025-06-13,Direct,4021,12302,3252,0.512,390,186,0.0463
2025-06-13,Referral,4958,13341,3640,0.571,260,64,0.0129
